customer_id,First Month,Second Month,Third Month,Fourth Month,Fifth Month,Sixth Month
972,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
973,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
974,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
975,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
976,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
977,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
978,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
979,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
980,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
981,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
982,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
983,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
984,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
985,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
986,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
987,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
988,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
989,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
990,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
991,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
992,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
993,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
994,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
995,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
996,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
997,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
